6000 34083
3188 4675 515196
3188 4841 858509
3188 5146 699768
3188 5989 527987
3189 3367 824273
3189 3884 411231
3189 4116 84370
3189 4297 478496
3189 4476 541105
3189 4849 483056
3189 5650 381455
3189 5774 332543
3189 5796 248844
3189 5888 513163
3190 3439 709346
3190 3998 875418
3190 4197 490867
3190 4726 686045
3190 4924 521130
3190 5494 359470
3191 3988 328702
3191 4347 12333
3191 4888 981541
3191 5317 169918
3192 3773 67720
3192 4189 233123
3192 4279 3611
3192 4841 679252
3192 5815 245814
3193 4077 121228
3193 4216 97102
3193 4320 191535
3193 4615 250233
3193 4716 508117
3193 5291 219901
3194 4127 232229
3194 4477 338826
3194 4482 846619
3194 4595 202589
3194 5278 74532
3194 5333 596776
3194 5819 438620
3195 3654 684430
3195 3965 731698
3195 3966 686454
3195 4110 51108
3195 5090 977442
3195 5775 878084
3196 3455 614332
3196 4166 420195
3196 5070 515417
3196 5434 664912
3196 5461 111481
3197 3258 702360
3197 4156 905836
3197 4998 774518
3197 5200 938656
3198 3711 670350
3198 4650 81966
3198 5139 348398
3198 5432 509282
3198 5510 354377
3198 5690 261692
3199 3441 198235
3199 4045 381658
3199 4639 512867
3199 4672 585074
3199 5379 569097
3200 3804 991281
3200 4423 7121
3200 5253 555626
3200 5660 117698
3200 5979 279701
3201 3360 628095
3201 3660 783441
3201 4180 546676
3201 5148 572212
3201 5871 193565
3202 3528 575219
3202 3559 392545
3202 3806 345457
3202 4053 920695
3202 4283 521854
3202 5250 766204
3202 5569 634153
3203 3928 751846
3203 4420 823778
3203 5269 854654
3203 5485 660152
3203 5923 278739
3204 3609 850946
3204 4502 158970
3204 5233 118223
3204 5765 898118
3205 3335 243570
3205 3692 522824
3205 3839 354562
3205 3978 191702
3205 4854 585291
3205 5724 943957
3205 5852 610365
3206 4182 465015
3206 5123 465127
3206 5571 531031
3206 5864 101209
3207 3393 776526
3207 3444 577760
3207 3497 934168
3207 4363 629186
3207 4444 921226
3207 4797 119583
3207 5576 619495
3208 3215 204781
3208 3713 652315
3208 3970 984214
3208 4006 863236
3208 4226 672332
3208 4933 585024
3208 5639 33003
3208 5863 618030
3209 3306 170433
3209 3597 522505
3209 4189 191512
3209 4871 315029
3209 5600 820038
3210 4070 955881
3210 4653 613222
3210 4658 636084
3210 5186 735265
3210 5475 201919
3211 4072 390598
3211 4975 687236
3211 5274 25257
3211 5729 728329
3212 4115 898757
3212 4546 391407
3212 5242 295943
3212 5678 351076
3212 5697 395825
3212 5724 346234
3213 3822 959451
3213 3876 233044
3213 4850 796670
3213 5530 943244
3214 4106 333837
3214 4870 159127
3214 5002 929021
3214 5931 688812
3215 4046 103916
3215 4633 309237
3215 5240 363529
3215 5908 491035
3216 3705 793061
3216 4478 632541
3216 4495 110576
3216 5085 139412
3216 5630 974260
3216 5717 795141
3216 5834 980983
3217 4098 656457
3217 4550 751253
3217 4932 778263
3217 5337 139568
3217 5859 781995
3218 3699 145520
3218 4515 29515
3218 4926 614660
3218 5845 101539
3219 4154 728462
3219 4640 868346
3219 4995 431745
3219 5775 375495
3219 5985 391114
3220 3662 47567
3220 3925 923694
3220 4869 888525
3220 4963 408863
3220 5358 420088
3221 4096 81955
3221 4919 371389
3221 5632 838834
3221 5935 166604
3222 3811 895061
3222 4023 823934
3222 4434 524308
3222 5143 850905
3222 5656 625175
3223 4177 672737
3223 5151 486999
3223 5179 386850
3223 5267 350890
3223 5507 61528
3224 3338 659830
3224 3405 419854
3224 3944 304252
3224 4448 891494
3224 5422 602096
3224 5968 999189
3225 3534 39844
3225 3616 145565
3225 3969 801608
3225 4241 477662
3225 4577 515601
3225 4582 932719
3225 5025 606096
3225 5625 609038
3226 4070 657504
3226 4863 990266
3226 5212 568687
3226 5722 240209
3226 5894 717487
3227 3296 233023
3227 3965 57733
3227 4823 961106
3227 5113 703566
3227 5818 220565
3228 3620 252514
3228 4196 686110
3228 5148 301023
3228 5205 280341
3228 5543 527257
3229 3711 517518
3229 4248 930168
3229 4271 771745
3229 4958 45861
3229 5346 186111
3230 3286 243840
3230 3371 876161
3230 3496 288002
3230 3709 184041
3230 4630 908608
3230 5176 680500
3230 5237 107853
3231 3349 904542
3231 3553 124374
3231 4278 860689
3231 5161 890265
3231 5361 970262
3231 5714 730242
3231 5828 308745
3232 3573 740152
3232 4104 395781
3232 4409 123659
3232 5183 287873
3232 5227 185699
3233 4174 382546
3233 5059 401146
3233 5819 937358
3233 5850 895967
3234 3989 273003
3234 4947 587372
3234 5145 706571
3234 5865 310439
3235 4047 226783
3235 4419 330964
3235 5080 446152
3235 5696 59672
3235 5970 751488
3236 3556 464312
3236 3559 247217
3236 3752 94500
3236 4725 741902
3236 5251 539939
3236 5872 97285
3237 4167 684652
3237 4650 762852
3237 5369 219922
3238 3769 963052
3238 4020 888494
3238 4728 14754
3238 5185 958731
3238 5208 619944
3238 5645 525698
3239 4031 772911
3239 4175 630291
3239 5054 147045
3239 5219 473169
3239 5232 676801
3239 5682 523298
3240 4173 286145
3240 4687 448206
3240 4707 402048
3240 5308 340274
3241 3901 871375
3241 4242 785391
3241 4636 295285
3241 4811 574443
3241 5043 196322
3241 5388 817379
3242 3817 964419
3242 3938 270096
3242 4366 82921
3242 4907 471077
3242 5619 300829
3242 5833 805229
3243 3476 207273
3243 3806 901858
3243 3959 535994
3243 4183 205850
3243 4911 821973
3243 5037 981906
3243 5445 913361
3244 3348 247087
3244 3876 57035
3244 4373 443652
3244 4495 159280
3244 5411 916018
3245 3872 733195
3245 4786 325207
3245 5706 465502
3246 3496 367355
3246 4472 276595
3246 5398 268825
3246 5716 995251
3247 3818 391658
3247 3824 307146
3247 3933 479444
3247 4602 225143
3247 4890 304672
3247 5502 882920
3248 4226 29620
3248 4787 234172
3248 5316 192768
3248 5403 399030
3248 5989 489692
3249 4162 766282
3249 4167 606089
3249 4762 451255
3249 5144 9522
3249 5400 124743
3250 3615 604182
3250 4295 268859
3250 4761 482351
3250 5228 210737
3251 4047 240352
3251 4889 588967
3251 5765 406609
3252 3505 648195
3252 3594 888336
3252 3697 626722
3252 4033 591544
3252 4346 795591
3252 4619 516834
3252 4813 125016
3252 5653 198562
3253 3772 467417
3253 4130 9870
3253 4361 784094
3253 4508 676030
3253 4945 569992
3253 5285 714668
3254 3346 803920
3254 3833 12536
3254 4080 642945
3254 4330 552939
3254 4810 662918
3254 5683 234757
3254 5778 536070
3255 4189 250980
3255 4845 89809
3255 5585 695018
3255 5607 555974
3256 3424 748351
3256 3668 58511
3256 3706 250911
3256 4157 198133
3256 4332 725293
3256 4345 779777
3256 4575 366266
3256 5282 602713
3256 5457 713935
3256 5918 725273
3257 3833 287558
3257 4805 835236
3257 5163 735715
3257 5760 993383
3257 5792 558407
3258 3988 94650
3258 4745 635123
3258 5298 124563
3258 5897 916731
3259 3870 696503
3259 3947 959228
3259 4505 820789
3259 4903 259492
3259 5149 230022
3259 5633 888177
3260 4067 723408
3260 4348 778873
3260 4700 921016
3260 4952 844759
3260 5213 692337
3260 5965 976021
3261 3565 100580
3261 3615 234386
3261 4038 753664
3261 4919 168503
3261 5803 992794
3262 3895 252281
3262 4775 964007
3262 4888 568409
3262 5814 321275
3262 5974 925562
3263 3775 362925
3263 4518 455622
3263 4700 412080
3263 5069 258202
3263 5595 229029
3263 5720 416579
3264 3811 686591
3264 4449 510401
3264 5271 903431
3264 5303 649810
3265 3528 613812
3265 4344 264671
3265 4429 755090
3265 5256 53647
3265 5833 683694
3266 3586 139311
3266 3682 503399
3266 3709 989650
3266 3981 796055
3266 4751 175851
3266 5208 206673
3266 5993 686450
3267 4225 589877
3267 4321 460767
3267 4897 429363
3267 5820 695747
3268 3275 967184
3268 3478 289005
3268 3587 966896
3268 4503 946432
3268 5053 953367
3268 5227 189581
3268 5235 725449
3268 5862 324134
3269 3704 530802
3269 4483 447885
3269 4697 123740
3269 5450 497314
3269 5949 299684
3269 5969 691777
3270 3666 410783
3270 4619 452955
3270 4751 850417
3270 4945 954403
3270 5785 558748
3271 3636 748324
3271 3757 4814
3271 4703 207606
3271 5507 11737
3271 5906 251587
3272 4236 375322
3272 4953 516277
3272 5121 313400
3272 5765 167944
3272 5934 645396
3273 3746 98346
3273 3948 187242
3273 4483 265604
3273 4560 109634
3273 4920 779798
3273 5869 56836
3274 3521 264437
3274 4279 119983
3274 4462 7696
3274 5405 538151
3274 5415 109663
3275 3804 423058
3275 4219 59825
3275 4793 208162
3275 5684 101402
3276 3368 288639
3276 4105 248047
3276 4169 483371
3276 4923 568861
3276 5238 994590
3276 5401 965917
3276 5771 625924
3277 3830 149968
3277 4015 349055
3277 4340 807847
3277 5161 424857
3277 5409 482591
3278 4099 690748
3278 4662 129575
3278 5256 622010
3278 5813 887335
3278 5861 723624
3279 3433 808832
3279 3796 318743
3279 4786 710632
3279 5246 337266
3280 3292 487229
3280 3347 254066
3280 3896 335253
3280 4131 477757
3280 4628 172825
3280 5054 110673
3280 5619 118344
3280 5858 893514
3281 3429 780844
3281 3526 414771
3281 4414 967254
3281 5361 412607
3281 5701 451292
3281 5931 412804
3282 3381 834167
3282 3506 963509
3282 4083 845029
3282 4837 294815
3282 4967 381254
3282 5950 317911
3283 3830 436250
3283 4691 741061
3283 4986 456012
3283 5234 368748
3284 3772 852349
3284 3844 635094
3284 4529 578364
3284 4848 583840
3284 5108 710773
3284 5458 191741
3285 3563 553117
3285 3942 350092
3285 4184 386984
3285 4255 710152
3285 4504 697973
3285 5250 160113
3285 5627 872044
3286 4263 757139
3286 4857 732468
3286 5337 646669
3286 5890 780520
3287 3510 364355
3287 4146 352995
3287 4198 332728
3287 4814 870334
3287 5650 549350
3288 3366 936329
3288 3557 988229
3288 4483 285164
3288 4805 524390
3288 5693 555718
3289 4153 312852
3289 4600 999331
3289 4927 339467
3289 5158 702846
3289 5997 525457
3290 3764 394800
3290 4712 38201
3290 5475 785281
3290 5859 4113
3290 5904 718465
3291 3879 223042
3291 3941 427103
3291 4652 861804
3291 5638 462428
3292 3494 775276
3292 3945 482884
3292 4543 550917
3292 4654 916796
3292 5405 407919
3293 3869 802714
3293 4503 408128
3293 4976 233266
3293 5484 777937
3294 3614 751073
3294 3860 822713
3294 3991 324348
3294 4411 433934
3294 5092 191847
3295 4177 967118
3295 4561 474766
3295 4625 747652
3295 4849 614211
3295 5600 765142
3296 3622 567852
3296 4501 157454
3296 5173 312144
3296 5482 119608
3297 4277 870676
3297 4320 944693
3297 4474 321742
3297 4582 909439
3297 5001 382306
3297 5369 338304
3298 3401 329417
3298 3584 322755
3298 4220 177393
3298 4721 451778
3298 5354 484182
3299 3810 157983
3299 4454 715655
3299 4741 513603
3299 5541 802271
3299 5811 813199
3300 4076 134936
3300 4842 769214
3300 5192 836071
3301 3303 701838
3301 3335 665418
3301 3351 78138
3301 3753 958760
3301 4739 320179
3301 5128 297168
3301 5275 686903
3301 5417 250146
3302 4083 763744
3302 4784 454051
3302 4793 547899
3302 5146 524140
3302 5324 171122
3302 5670 196884
3303 3578 532885
3303 4300 712662
3303 4946 523093
3303 5738 99403
3304 3433 935929
3304 3666 417296
3304 3737 968487
3304 4523 42216
3304 5259 40570
3304 5562 138440
3305 3969 202686
3305 4285 510803
3305 4496 415789
3305 4992 115094
3305 5312 794126
3305 5634 681045
3306 4274 204134
3306 5197 494722
3307 3358 430647
3307 3916 867699
3307 3981 452396
3307 4461 781281
3307 4588 297049
3307 5167 510918
3307 5175 90246
3307 5770 552679
3308 4114 968463
3308 5002 746899
3308 5780 232014
3309 3480 255145
3309 4368 309304
3309 4783 317609
3309 5408 519469
3309 5655 995538
3310 3622 447929
3310 4612 784944
3310 5016 973390
3310 5886 331321
3311 3775 44916
3311 4194 128860
3311 4263 318881
3311 4358 456319
3311 5013 831460
3311 5896 848181
3312 4082 157480
3312 4092 540731
3312 4544 707831
3312 5517 180989
3312 5854 292640
3313 3992 77579
3313 4656 261068
3313 5101 296985
3313 5910 10264
3314 3541 139119
3314 4205 244460
3314 4766 23982
3314 5228 570021
3314 5441 835642
3315 3649 993117
3315 4623 188064
3315 5539 552804
3315 5924 875904
3316 3336 21164
3316 3502 363599
3316 3678 745586
3316 4069 800160
3316 4459 372654
3316 4858 729972
3316 4974 742418
3316 5749 766680
3317 3553 336696
3317 4508 313877
3317 5164 354293
3317 5501 354633
3318 3570 423784
3318 3654 910507
3318 3921 338108
3318 3936 588789
3318 3986 951194
3318 4352 96796
3318 5049 655111
3318 5490 442451
3318 5916 13912
3319 3520 296939
3319 3770 386792
3319 4397 174561
3319 5058 659638
3319 5903 40353
3320 4216 558605
3320 4609 155984
3320 5064 575015
3320 5499 433473
3321 4157 901014
3321 4669 841631
3321 5375 185974
3321 5794 611156
3322 4000 796015
3322 4948 654616
3322 5561 382739
3322 5799 438173
3323 3546 483369
3323 3642 994840
3323 3902 715052
3323 4130 259595
3323 4632 524243
3323 4657 650327
3323 5042 14864
3323 5374 735253
3324 3362 921222
3324 3618 847545
3324 4583 557937
3324 5135 37268
3325 3489 420003
3325 3623 345336
3325 3720 997713
3325 4416 176196
3325 4960 932311
3325 5551 941776
3326 3771 982366
3326 4693 274771
3326 4791 993138
3326 5241 438350
3326 5564 578843
3327 4258 426384
3327 5138 673219
3328 3472 402115
3328 3566 374498
3328 4163 838781
3328 4753 933309
3328 5577 603138
3329 3459 10728
3329 4078 308031
3329 4246 366336
3329 4547 426290
3329 4977 795790
3329 5713 507779
3329 5821 347578
3330 3368 773957
3330 3938 950257
3330 4173 739069
3330 4536 853684
3330 5094 287963
3330 5902 540503
3331 3962 143636
3331 4425 25117
3331 4781 47437
3331 4920 789527
3331 5685 135795
3332 3526 931580
3332 4422 507324
3332 5106 364825
3332 5116 403077
3332 5890 191935
3333 3693 930999
3333 3733 869044
3333 4637 26354
3333 4836 101406
3333 5801 986834
3333 5835 943783
3334 3723 991215
3334 4155 705267
3334 5130 997227
3334 5553 404524
3334 5703 938322
3335 4168 303143
3335 5017 974262
3335 5281 511135
3336 4311 442129
3336 5284 359018
3336 5312 608679
3336 5877 104433
3337 3731 865818
3337 4500 984691
3337 4702 340335
3337 4820 486821
3337 5478 359696
3337 5717 666181
3338 4247 578020
3338 4273 198403
3338 4489 350287
3338 5151 408350
3338 5368 162992
3339 3880 38358
3339 4081 901571
3339 4999 506986
3339 5556 964315
3340 4017 949001
3340 4366 480012
3340 4832 641169
3340 5497 671162
3341 3534 992355
3341 4197 18565
3341 4573 659065
3341 5349 235015
3341 5423 840478
3341 5650 495066
3342 3461 533419
3342 4309 623690
3342 4641 116833
3342 5235 521998
3342 5858 586627
3343 4314 582986
3343 4473 801491
3343 5119 2672
3343 5361 765194
3343 5379 343908
3344 4090 519321
3344 4968 114760
3344 5710 572707
3345 4148 296353
3345 4600 912573
3345 4796 922493
3345 5048 23028
3345 5483 508601
3346 3403 495942
3346 3724 539042
3346 4173 990812
3346 4208 830120
3346 4257 145228
3346 4391 734308
3346 4717 221235
3346 5337 661207
3347 3709 233909
3347 4380 520
3347 4633 695126
3347 5070 952805
3348 3388 492180
3348 3785 924641
3348 3959 459457
3348 4885 226851
3348 5727 764378
3349 4225 594494
3349 4927 556455
3349 5902 826009
3350 3555 595981
3350 4533 9546
3350 4871 413238
3350 5083 734209
3350 5570 133689
3351 3990 267651
3351 4023 904818
3351 4418 20673
3351 4758 263203
3351 5704 169190
3351 5744 754676
3352 3619 865517
3352 4511 745722
3352 4998 820900
3352 5491 475047
3352 5715 926827
3353 3914 340060
3353 4061 401122
3353 4955 573187
3353 5065 212536
3353 5247 177146
3353 5945 644580
3354 3391 424131
3354 3499 745226
3354 4017 942783
3354 4429 907789
3354 4720 643307
3354 5222 126133
3354 5772 917350
3354 5943 913778
3355 3813 580690
3355 4389 557960
3355 5192 16825
3355 5330 62917
3355 5683 488323
3355 5737 379406
3355 5984 954220
3356 4081 142327
3356 4092 308246
3356 4545 865426
3356 4571 409747
3356 5295 385883
3357 3982 303229
3357 4375 919402
3357 5119 771854
3357 5555 364323
3358 3596 381144
3358 3890 577506
3358 4734 981969
3358 5642 506249
3358 5853 804479
3358 5887 220939
3359 3403 45532
3359 4004 60469
3359 4558 474347
3359 5098 163788
3359 5663 91168
3359 5671 179961
3360 3464 468162
3360 3813 527778
3360 4127 541590
3360 4392 291611
3360 4832 68464
3360 5403 969351
3361 3494 773825
3361 3583 158423
3361 4552 264136
3361 5499 817925
3362 4214 808619
3362 4701 145639
3362 4880 534007
3362 5523 31491
3363 3461 499648
3363 3725 303875
3363 4682 662205
3363 4818 621919
3363 5458 313951
3363 5944 783342
3364 3982 73514
3364 4073 475041
3364 4903 738227
3364 5238 644754
3364 5760 177190
3365 3726 322824
3365 4620 72367
3365 5434 852736
3366 4277 352379
3366 5170 48138
3366 5853 432449
3367 3965 246441
3367 4532 716439
3367 5306 12573
3367 5358 103288
3368 3808 446469
3368 4042 219778
3368 4257 836759
3368 5216 60934
3368 5331 236135
3368 5507 963833
3369 4276 613462
3369 5131 603638
3369 5833 963992
3370 3517 257612
3370 4134 62587
3370 4308 340055
3370 5016 394099
3370 5471 228347
3371 3617 674812
3371 4604 650024
3371 4978 975097
3371 5308 859659
3371 5516 799464
3372 3760 3760
3372 3849 443850
3372 4459 113078
3372 5006 399953
3372 5747 160049
3373 3731 738983
3373 4164 395764
3373 4851 949531
3373 5065 576033
3373 5345 715464
3374 3992 881835
3374 4553 943715
3374 5065 909220
3374 5335 277328
3374 5732 640661
3374 5811 676841
3375 3415 789914
3375 3816 116992
3375 4467 104801
3375 4714 761364
3375 5490 879035
3375 5609 191466
3376 4061 767494
3376 4250 674148
3376 4928 143811
3376 5254 100594
3377 3566 9809
3377 3704 827516
3377 4258 54798
3377 5200 370394
3377 5848 341985
3378 3778 975324
3378 4728 705200
3378 5646 627313
3378 5969 177953
3379 4163 6510
3379 4626 540630
3379 4672 449962
3379 5327 841856
3379 5962 692248
3380 4204 218405
3380 4413 932691
3380 5367 947359
3380 5996 798699
3381 4342 958998
3381 5095 907637
3381 5390 941304
3381 5940 484959
3382 3880 785738
3382 4638 391007
3382 4834 320387
3382 5235 11510
3382 5624 447256
3382 5764 636989
3383 4346 855389
3383 5230 88006
3383 5920 249242
3384 3768 368595
3384 4710 557734
3384 5405 1930
3384 5781 62351
3385 3716 585325
3385 4689 202420
3385 4767 500332
3385 5730 201817
3386 3854 630205
3386 4185 825612
3386 4722 995010
3386 5644 638925
3386 5886 68927
3387 4218 747260
3387 4916 947426
3387 5466 595431
3387 5934 843479
3388 3554 51954
3388 4038 232490
3388 4313 629903
3388 4877 177958
3388 5091 315732
3388 5124 685685
3388 5404 385719
3389 4206 897077
3389 4768 401093
3389 5082 593840
3389 5133 289148
3389 5577 877752
3390 4383 989530
3390 5120 542471
3390 5799 984906
3391 3554 217392
3391 3949 90417
3391 4252 482704
3391 4878 647034
3391 4962 202663
3391 5623 184802
3391 5921 871481
3392 3603 788922
3392 4138 865403
3392 5106 114035
3392 5948 23071
3393 4227 528948
3393 4910 480656
3393 5884 705941
3394 3530 439680
3394 4048 112905
3394 5026 895221
3394 5904 934363
3395 3931 560023
3395 4381 62838
3395 5229 993675
3395 5625 736769
3395 5831 199798
3395 5915 932592
3396 3546 799538
3396 3718 950449
3396 4287 374180
3396 4705 742861
3396 5652 534910
3397 4214 647810
3397 4723 306037
3397 5406 404223
3398 3969 964241
3398 4455 205760
3398 4891 422160
3398 5042 165204
3398 5755 256301
3399 3699 211639
3399 4483 489190
3399 5290 935584
3399 5396 962986
3400 4362 961284
3400 4617 451497
3400 4713 147064
3400 5066 194485
3400 5160 325575
3400 5325 84020
3400 5484 139654
3401 3996 78161
3401 4270 916150
3401 5140 602574
3401 5921 8525
3402 4318 497710
3402 4680 400500
3402 5491 398699
3403 3527 359979
3403 3626 260620
3403 4048 527514
3403 5016 442906
3403 5971 23894
3404 4375 830053
